region_code,region_name,region_category,year,end_year,individuals,median_age,total_income,median_taxable_income,average_taxable_income,salary_wage_share
30702,Darling Downs - East,SA3,2019-20,2020,20007,40,1099002768,49608,54931,76.6
30702,Darling Downs - East,SA3,2020-21,2021,20323,40,1133661032,50563,55782,76.7
30702,Darling Downs - East,SA3,2021-22,2022,21197,40,1223307099,52090,57711,76.8
30703,Granite Belt,SA3,2017-18,2018,19973,39,869358284,38217,43529,76.7
30703,Granite Belt,SA3,2018-19,2019,19820,40,900855390,40328,45447,76.4
30703,Granite Belt,SA3,2019-20,2020,19276,41,937247179,43252,48622,75.5
30703,Granite Belt,SA3,2020-21,2021,19423,41,978727315,45289,50390,75.8
30703,Granite Belt,SA3,2021-22,2022,20099,41,1048184640,46734,52151,76.0
30801,Central Highlands (Qld),SA3,2017-18,2018,16057,37,1105845004,54437,68891,84.4
30801,Central Highlands (Qld),SA3,2018-19,2019,16394,37,1181663109,56424,72070,85.0
30801,Central Highlands (Qld),SA3,2019-20,2020,16873,37,1235207774,57449,73206,85.1
30801,Central Highlands (Qld),SA3,2020-21,2021,16432,37,1253842702,61733,76305,84.8
30801,Central Highlands (Qld),SA3,2021-22,2022,16710,37,1306859582,63952,78208,84.7
30803,Rockhampton,SA3,2017-18,2018,58517,39,3585617383,52505,61275,84.0
30803,Rockhampton,SA3,2018-19,2019,60005,39,3814856879,54377,63570,84.0
30803,Rockhampton,SA3,2019-20,2020,61248,39,4059933938,56752,66287,84.3
30803,Rockhampton,SA3,2020-21,2021,63187,39,4290426632,58251,67900,84.5
30803,Rockhampton,SA3,2021-22,2022,65887,39,4568909283,59597,69345,84.8
30804,Biloela,SA3,2017-18,2018,7053,39,464104437,52427,65840,75.3
30804,Biloela,SA3,2018-19,2019,7206,39,489844342,55178,67996,75.9
30804,Biloela,SA3,2019-20,2020,7255,38,505194013,56121,69634,75.6
30804,Biloela,SA3,2020-21,2021,7230,39,506396578,56920,70041,75.6
30804,Biloela,SA3,2021-22,2022,7457,39,533346521,58294,71523,76.5
30805,Gladstone,SA3,2017-18,2018,31305,40,2273746525,58891,72637,85.5
30805,Gladstone,SA3,2018-19,2019,31552,40,2285363244,59953,72418,85.3
30805,Gladstone,SA3,2019-20,2020,32122,40,2378096921,62454,74033,85.2
30805,Gladstone,SA3,2020-21,2021,33153,40,2483617515,63067,74914,85.4
30805,Gladstone,SA3,2021-22,2022,34958,40,2690053575,64492,76951,85.8
30901,Broadbeach - Burleigh,SA3,2017-18,2018,36416,37,2032133583,45269,55800,74.5
30901,Broadbeach - Burleigh,SA3,2018-19,2019,36686,37,2094783401,46073,57100,73.7
30901,Broadbeach - Burleigh,SA3,2019-20,2020,37435,37,2205537581,47087,58916,73.5
30901,Broadbeach - Burleigh,SA3,2020-21,2021,37665,38,2387745890,50843,63394,73.2
30901,Broadbeach - Burleigh,SA3,2021-22,2022,38766,38,2621391989,54306,67621,74.0
30902,Coolangatta,SA3,2017-18,2018,29468,39,1603404268,45258,54401,75.4
30902,Coolangatta,SA3,2018-19,2019,29981,39,1677107063,46752,55945,74.7
30902,Coolangatta,SA3,2019-20,2020,30707,39,1776786900,47915,57863,74.8
30902,Coolangatta,SA3,2020-21,2021,31416,39,1907528633,50173,60718,75.2
30902,Coolangatta,SA3,2021-22,2022,32561,39,2098328683,52438,64443,75.8
30903,Gold Coast - North,SA3,2017-18,2018,33353,40,1765520101,44839,52928,75.0
30903,Gold Coast - North,SA3,2018-19,2019,33635,41,1801668046,45623,53567,74.6
30903,Gold Coast - North,SA3,2019-20,2020,33716,41,1859607200,46308,55155,74.3
30903,Gold Coast - North,SA3,2020-21,2021,34282,41,1991020737,49011,58078,74.5
30903,Gold Coast - North,SA3,2021-22,2022,35936,41,2191254339,51677,60977,75.3
30904,Gold Coast Hinterland,SA3,2017-18,2018,9294,44,526040799,47309,56570,71.6
30904,Gold Coast Hinterland,SA3,2018-19,2019,9598,44,550681711,48449,57399,70.9
30904,Gold Coast Hinterland,SA3,2019-20,2020,9704,44,568716765,49100,58606,71.1
30904,Gold Coast Hinterland,SA3,2020-21,2021,9881,44,602505286,51477,60976,71.4
30904,Gold Coast Hinterland,SA3,2021-22,2022,10292,43,643952001,52252,62568,71.8
30905,Mudgeeraba - Tallebudgera,SA3,2017-18,2018,18222,41,1060203748,47250,58186,76.8
30905,Mudgeeraba - Tallebudgera,SA3,2018-19,2019,18551,41,1092014424,48070,58862,76.5
30905,Mudgeeraba - Tallebudgera,SA3,2019-20,2020,18815,41,1151890764,49475,61222,77.0
30905,Mudgeeraba - Tallebudgera,SA3,2020-21,2021,19316,41,1227666756,51588,63557,76.9
30905,Mudgeeraba - Tallebudgera,SA3,2021-22,2022,19998,41,1334045704,54000,66709,77.6
30906,Nerang,SA3,2017-18,2018,36809,39,1962348367,46660,53304,79.8
30906,Nerang,SA3,2018-19,2019,37262,39,2040344750,48328,54758,79.7
30906,Nerang,SA3,2019-20,2020,36991,40,2074506316,49196,56081,79.5
30906,Nerang,SA3,2020-21,2021,37345,40,2166594831,50715,58016,79.5
30906,Nerang,SA3,2021-22,2022,39056,40,2380491660,53360,60951,80.4
30907,Ormeau - Oxenford,SA3,2017-18,2018,72849,38,4215011257,49535,57864,82.2
30907,Ormeau - Oxenford,SA3,2018-19,2019,77661,37,4539954218,50396,58457,81.9
30907,Ormeau - Oxenford,SA3,2019-20,2020,81224,38,4839332220,51270,59580,82.0
30907,Ormeau - Oxenford,SA3,2020-21,2021,84974,38,5218804573,52940,61416,81.9
30907,Ormeau - Oxenford,SA3,2021-22,2022,91468,38,5859048242,55288,64056,82.6
30908,Robina,SA3,2017-18,2018,27401,38,1453753133,45076,53062,77.8
30908,Robina,SA3,2018-19,2019,27879,38,1519214464,46768,54491,77.1
30908,Robina,SA3,2019-20,2020,28187,38,1562142883,47373,55421,77.3
30908,Robina,SA3,2020-21,2021,28488,39,1666479378,49938,58498,77.6
30908,Robina,SA3,2021-22,2022,30136,38,1845785123,52614,61249,78.5
30909,Southport,SA3,2017-18,2018,32778,36,1600870867,41034,48835,79.6
30909,Southport,SA3,2018-19,2019,33121,36,1641248893,41856,49558,79.0
30909,Southport,SA3,2019-20,2020,33605,36,1702860002,42651,50673,78.8
30909,Southport,SA3,2020-21,2021,34086,37,1833207059,45361,53782,79.1
30909,Southport,SA3,2021-22,2022,36947,36,2084534268,47787,56420,80.5
30910,Surfers Paradise,SA3,2017-18,2018,24402,34,1192071447,34903,48853,72.6
30910,Surfers Paradise,SA3,2018-19,2019,23825,35,1201381951,36662,50423,71.0
30910,Surfers Paradise,SA3,2019-20,2020,24289,35,1244196147,37000,51225,70.3
30910,Surfers Paradise,SA3,2020-21,2021,23958,37,1391305190,43257,58073,69.6
30910,Surfers Paradise,SA3,2021-22,2022,25437,37,1546227293,47000,60787,71.0
31001,Forest Lake - Oxley,SA3,2017-18,2018,35696,37,1884575193,48039,52794,85.6
31001,Forest Lake - Oxley,SA3,2018-19,2019,36513,37,1975791019,49506,54112,85.1
31001,Forest Lake - Oxley,SA3,2019-20,2020,36847,37,2031229014,50308,55126,84.8
31001,Forest Lake - Oxley,SA3,2020-21,2021,37790,37,2149792287,51635,56888,85.1
31001,Forest Lake - Oxley,SA3,2021-22,2022,40131,37,2375067835,53780,59183,86.1
31002,Ipswich Hinterland,SA3,2017-18,2018,29505,41,1549471846,47581,52512,80.1
31002,Ipswich Hinterland,SA3,2018-19,2019,30058,41,1633521346,49778,54340,79.5
31002,Ipswich Hinterland,SA3,2019-20,2020,30390,42,1696697649,50992,55831,79.5
31002,Ipswich Hinterland,SA3,2020-21,2021,31352,41,1803375561,52272,57520,80.0
31002,Ipswich Hinterland,SA3,2021-22,2022,33250,41,1971557971,53624,59295,80.5
31003,Ipswich Inner,SA3,2017-18,2018,55000,38,3099865767,51729,56365,86.6
31003,Ipswich Inner,SA3,2018-19,2019,56486,38,3276740085,53470,58008,86.3
31003,Ipswich Inner,SA3,2019-20,2020,57368,38,3432943383,54925,59841,86.3
31003,Ipswich Inner,SA3,2020-21,2021,59208,38,3618704925,56245,61119,86.4
31003,Ipswich Inner,SA3,2021-22,2022,63228,38,4003445658,58275,63318,87.2
31004,Springfield - Redbank,SA3,2017-18,2018,49104,36,2744802682,51621,55897,89.7
31004,Springfield - Redbank,SA3,2018-19,2019,52137,36,2992620744,53119,57400,89.2
31004,Springfield - Redbank,SA3,2019-20,2020,54241,36,3203234179,54581,59056,89.0
31004,Springfield - Redbank,SA3,2020-21,2021,56624,36,3395559827,55275,59967,89.2
31004,Springfield - Redbank,SA3,2021-22,2022,61064,36,3837923981,57949,62851,89.8
31101,Beaudesert,SA3,2017-18,2018,6245,42,309245695,44911,49535,77.8
31101,Beaudesert,SA3,2018-19,2019,6268,42,318708815,46720,50839,77.8
31101,Beaudesert,SA3,2019-20,2020,6188,43,328453786,48363,53079,77.6
31101,Beaudesert,SA3,2020-21,2021,6331,42,341981860,49264,54017,77.4
31101,Beaudesert,SA3,2021-22,2022,6898,42,383183757,50490,55550,78.6
31102,Beenleigh,SA3,2017-18,2018,20648,37,1043293204,47500,50528,85.5
31102,Beenleigh,SA3,2018-19,2019,21184,37,1098636252,49157,51862,85.1
31102,Beenleigh,SA3,2019-20,2020,21649,37,1155359113,50413,53368,85.4
31102,Beenleigh,SA3,2020-21,2021,22815,37,1233698633,51159,54074,85.5
31102,Beenleigh,SA3,2021-22,2022,24899,36,1406273491,53365,56479,86.4
31103,Browns Plains,SA3,2017-18,2018,42546,37,2186644609,48520,51395,87.0
31103,Browns Plains,SA3,2018-19,2019,43647,37,2279383582,49728,52227,86.6
31103,Browns Plains,SA3,2019-20,2020,44822,37,2367288297,50083,52815,86.1
31103,Browns Plains,SA3,2020-21,2021,46867,37,2523995428,51375,53854,85.8
31103,Browns Plains,SA3,2021-22,2022,51207,36,2861391481,53037,55879,86.7
31104,Jimboomba,SA3,2017-18,2018,27164,39,1600845532,53010,58939,84.6
31104,Jimboomba,SA3,2018-19,2019,28974,39,1733854535,54299,59838,84.5
31104,Jimboomba,SA3,2019-20,2020,30406,38,1850859898,55330,60872,84.6
31104,Jimboomba,SA3,2020-21,2021,32026,38,2003586113,57085,62561,84.5
31104,Jimboomba,SA3,2021-22,2022,34919,38,2254925991,59068,64576,85.2
31105,Loganlea - Carbrook,SA3,2017-18,2018,32239,38,1802782721,50596,55911,84.2
31105,Loganlea - Carbrook,SA3,2018-19,2019,32409,38,1841505999,51857,56824,83.6
31105,Loganlea - Carbrook,SA3,2019-20,2020,32422,39,1884174304,52812,58114,83.5
31105,Loganlea - Carbrook,SA3,2020-21,2021,32839,39,1959948193,54207,59684,83.6
31105,Loganlea - Carbrook,SA3,2021-22,2022,34632,38,2135416749,55897,61660,84.5
31106,Springwood - Kingston,SA3,2017-18,2018,37958,37,1977844910,47748,52109,83.9
31106,Springwood - Kingston,SA3,2018-19,2019,37959,38,2011539269,48756,52992,83.2
31106,Springwood - Kingston,SA3,2019-20,2020,37611,38,2044544389,49566,54360,83.2
31106,Springwood - Kingston,SA3,2020-21,2021,38029,38,2112380179,50138,55547,83.2
31106,Springwood - Kingston,SA3,2021-22,2022,40253,38,2303520147,51616,57226,84.5
31201,Bowen Basin - North,SA3,2017-18,2018,18379,37,1299164788,53782,70684,86.2
31201,Bowen Basin - North,SA3,2018-19,2019,18662,37,1381860759,57226,74039,86.3
31201,Bowen Basin - North,SA3,2019-20,2020,19360,37,1457239949,58738,75271,86.5
31201,Bowen Basin - North,SA3,2020-21,2021,19084,38,1481329922,61510,77622,86.7
31201,Bowen Basin - North,SA3,2021-22,2022,19434,38,1577166434,64999,81155,86.9
31202,Mackay,SA3,2017-18,2018,64895,40,4442179555,56992,68457,84.1
31202,Mackay,SA3,2018-19,2019,67093,40,4749350286,58967,70788,84.4
31202,Mackay,SA3,2019-20,2020,69029,40,5022864871,60892,72765,84.9
31202,Mackay,SA3,2020-21,2021,70899,39,5226273751,62573,73714,85.1
31202,Mackay,SA3,2021-22,2022,73715,39,5613490636,64160,76151,85.5
31203,Whitsunday,SA3,2017-18,2018,12973,37,674812580,44260,52017,81.6
31203,Whitsunday,SA3,2018-19,2019,13148,37,708685998,45702,53888,81.2
31203,Whitsunday,SA3,2019-20,2020,13240,38,729532212,45257,55101,81.2
31203,Whitsunday,SA3,2020-21,2021,13179,39,774455192,49282,58764,80.1
31203,Whitsunday,SA3,2021-22,2022,13936,38,853052123,51493,61212,80.1
31301,Bribie - Beachmere,SA3,2017-18,2018,13021,46,698117571,45182,53598,69.8
31301,Bribie - Beachmere,SA3,2018-19,2019,13284,46,723724426,46372,54489,68.7
31301,Bribie - Beachmere,SA3,2019-20,2020,13453,47,749004216,47552,55676,68.3
31301,Bribie - Beachmere,SA3,2020-21,2021,14034,47,798826543,48617,56921,68.3
31301,Bribie - Beachmere,SA3,2021-22,2022,14994,47,883712098,49522,58938,69.4
31302,Caboolture,SA3,2017-18,2018,35381,36,1686411694,43396,47663,85.5
31302,Caboolture,SA3,2018-19,2019,37464,36,1824447143,44358,48699,85.5
31302,Caboolture,SA3,2019-20,2020,38078,36,1921706182,46139,50468,85.1
31302,Caboolture,SA3,2020-21,2021,39151,36,2086132912,48909,53284,85.3
31302,Caboolture,SA3,2021-22,2022,42385,36,2353029404,50784,55516,86.1
31303,Caboolture Hinterland,SA3,2017-18,2018,5954,41,318136369,47563,53414,76.8
31303,Caboolture Hinterland,SA3,2018-19,2019,6302,40,347714201,49947,55219,76.6
31303,Caboolture Hinterland,SA3,2019-20,2020,6519,40,372153080,51637,57087,77.1
31303,Caboolture Hinterland,SA3,2020-21,2021,6677,40,393359250,53541,58913,77.4
31303,Caboolture Hinterland,SA3,2021-22,2022,7120,40,429454309,54472,60317,78.4
31304,Narangba - Burpengary,SA3,2017-18,2018,33111,39,1824432520,49494,55102,84.9
31304,Narangba - Burpengary,SA3,2018-19,2019,34336,39,1925325626,50595,56068,84.8
31304,Narangba - Burpengary,SA3,2019-20,2020,35151,39,2015120995,51509,57328,85.0
31304,Narangba - Burpengary,SA3,2020-21,2021,36021,39,2131393369,53218,59171,85.0
31304,Narangba - Burpengary,SA3,2021-22,2022,37924,39,2339863040,55456,61699,85.7
31305,Redcliffe,SA3,2017-18,2018,28966,43,1648577975,49565,56910,78.9
31305,Redcliffe,SA3,2018-19,2019,29484,43,1727244343,50907,58578,78.4
31305,Redcliffe,SA3,2019-20,2020,29784,44,1799003601,52349,60402,78.5
31305,Redcliffe,SA3,2020-21,2021,30463,44,1909218286,54229,62673,78.4
31305,Redcliffe,SA3,2021-22,2022,32242,43,2112639717,56675,65524,79.3
31401,The Hills District,SA3,2017-18,2018,50138,41,3426281405,58492,68340,80.7
31401,The Hills District,SA3,2018-19,2019,50799,41,3587382222,60411,70614,80.4
31401,The Hills District,SA3,2019-20,2020,51004,42,3698683183,62151,72518,80.6
31401,The Hills District,SA3,2020-21,2021,51603,41,3869815794,64600,74992,80.6
31401,The Hills District,SA3,2021-22,2022,53073,41,4130175789,66838,77821,81.1
31402,North Lakes,SA3,2017-18,2018,43344,36,2547931220,52442,58789,87.7
31402,North Lakes,SA3,2018-19,2019,45643,37,2734771264,53392,59917,87.2
31402,North Lakes,SA3,2019-20,2020,46916,37,2862110210,54575,61005,87.2
31402,North Lakes,SA3,2020-21,2021,48226,37,3014309630,56127,62504,87.1
31402,North Lakes,SA3,2021-22,2022,51108,37,3349444061,58969,65537,87.7
31403,Strathpine,SA3,2017-18,2018,20379,38,1113393780,50801,54624,86.2
31403,Strathpine,SA3,2018-19,2019,20582,38,1148642925,52029,55816,85.8
31403,Strathpine,SA3,2019-20,2020,20649,39,1183596822,53000,57320,85.6
31403,Strathpine,SA3,2020-21,2021,21010,38,1224382412,54280,58276,85.8
31403,Strathpine,SA3,2021-22,2022,22223,38,1349284134,56811,60716,87.0
31501,Far North,SA3,2017-18,2018,14140,38,714162175,40674,50499,87.1
31501,Far North,SA3,2018-19,2019,14540,38,765604855,42031,52637,87.1
31501,Far North,SA3,2019-20,2020,14418,38,799591899,45161,55458,86.7
31501,Far North,SA3,2020-21,2021,14400,38,823365953,47430,57178,87.1
31501,Far North,SA3,2021-22,2022,15111,38,886507238,48577,58666,88.0
31502,Outback - North,SA3,2017-18,2018,17157,36,1169014296,56903,68132,89.8
31502,Outback - North,SA3,2018-19,2019,17228,36,1191340048,58915,69151,89.3
31502,Outback - North,SA3,2019-20,2020,17278,36,1261266027,63423,72998,90.1
31502,Outback - North,SA3,2020-21,2021,17531,37,1313784448,65674,74941,90.2
31502,Outback - North,SA3,2021-22,2022,17563,37,1329532390,67151,75701,90.2
31503,Outback - South,SA3,2017-18,2018,9055,40,455688091,45319,50347,75.3
31503,Outback - South,SA3,2018-19,2019,8866,40,464543590,48102,52390,75.3
31503,Outback - South,SA3,2019-20,2020,8976,39,491474340,49493,54754,75.4
31503,Outback - South,SA3,2020-21,2021,8972,39,511196650,51623,56977,75.5
31503,Outback - South,SA3,2021-22,2022,9149,39,531601957,53465,58105,75.9
31601,Buderim,SA3,2017-18,2018,29055,40,1642638820,45062,56543,74.6
31601,Buderim,SA3,2018-19,2019,29417,40,1717213249,46841,58367,74.3
31601,Buderim,SA3,2019-20,2020,29971,40,1796941885,48152,59956,74.8
31601,Buderim,SA3,2020-21,2021,30946,40,1945724840,50444,62875,75.4
31601,Buderim,SA3,2021-22,2022,32501,39,2112906101,52448,65010,76.2
31602,Caloundra,SA3,2017-18,2018,41978,41,2350765310,46509,56001,73.4
31602,Caloundra,SA3,2018-19,2019,44013,41,2531906584,47935,57528,73.3
31602,Caloundra,SA3,2019-20,2020,46036,40,2734906185,49281,59408,74.1
31602,Caloundra,SA3,2020-21,2021,48286,40,2988834695,51592,61899,74.6
31602,Caloundra,SA3,2021-22,2022,51274,40,3346249812,54061,65262,75.5
31603,Maroochy,SA3,2017-18,2018,31505,40,1672162758,44000,53086,73.6
31603,Maroochy,SA3,2018-19,2019,32093,39,1754695610,45300,54674,72.7
31603,Maroochy,SA3,2019-20,2020,32753,40,1850313171,46581,56493,72.7
31603,Maroochy,SA3,2020-21,2021,33419,40,2003770466,49255,59959,72.7
31603,Maroochy,SA3,2021-22,2022,34662,40,2182803721,51879,62974,73.2
31605,Noosa,SA3,2017-18,2018,21153,42,1102451602,39707,52118,66.4
31605,Noosa,SA3,2018-19,2019,21529,42,1158033414,41733,53794,66.0
31605,Noosa,SA3,2019-20,2020,22270,43,1233782309,42056,55401,66.4
31605,Noosa,SA3,2020-21,2021,22815,43,1368799753,45396,59996,66.5
31605,Noosa,SA3,2021-22,2022,23536,42,1480312476,46928,62896,67.1
31606,Sunshine Coast Hinterland,SA3,2017-18,2018,25015,43,1333557822,43872,53312,71.5
31606,Sunshine Coast Hinterland,SA3,2018-19,2019,26091,43,1437998657,46137,55111,71.6
31606,Sunshine Coast Hinterland,SA3,2019-20,2020,27427,42,1548971981,47532,56476,72.1
31606,Sunshine Coast Hinterland,SA3,2020-21,2021,29034,41,1709429354,49543,58877,72.7
31606,Sunshine Coast Hinterland,SA3,2021-22,2022,31232,41,1910961924,51349,61186,74.0
31607,Nambour,SA3,2017-18,2018,22487,41,1166238987,45124,51870,75.4
31607,Nambour,SA3,2018-19,2019,23504,40,1256001725,46846,53426,75.7
31607,Nambour,SA3,2019-20,2020,24252,41,1331637061,48191,54908,75.8
31607,Nambour,SA3,2020-21,2021,25235,40,1445437158,49884,57279,76.0
31607,Nambour,SA3,2021-22,2022,26877,40,1582826226,51357,58891,77.0
31608,Noosa Hinterland,SA3,2017-18,2018,10779,44,551206617,40489,51147,67.9
31608,Noosa Hinterland,SA3,2018-19,2019,11075,44,583180651,41774,52653,67.3
31608,Noosa Hinterland,SA3,2019-20,2020,11247,44,612395051,43447,54450,66.8
31608,Noosa Hinterland,SA3,2020-21,2021,11668,44,667052306,45254,57169,67.4
31608,Noosa Hinterland,SA3,2021-22,2022,12207,44,711267196,45501,58267,68.0
31701,Toowoomba,SA3,2017-18,2018,81162,38,4434295730,48442,54634,81.5
31701,Toowoomba,SA3,2018-19,2019,83019,38,4665648936,49834,56198,81.5
31701,Toowoomba,SA3,2019-20,2020,83169,38,4839160354,51414,58185,81.6
31701,Toowoomba,SA3,2020-21,2021,84057,38,5113421108,54144,60833,81.5
31701,Toowoomba,SA3,2021-22,2022,87888,38,5508171445,55654,62673,82.0
31801,Charters Towers - Ayr - Ingham,SA3,2017-18,2018,20703,41,1041509536,43467,50307,78.3
31801,Charters Towers - Ayr - Ingham,SA3,2018-19,2019,20772,41,1076515894,44795,51833,78.4
31801,Charters Towers - Ayr - Ingham,SA3,2019-20,2020,20779,41,1120223444,46712,53911,78.9
31801,Charters Towers - Ayr - Ingham,SA3,2020-21,2021,20458,41,1164846964,49825,56938,78.2
31801,Charters Towers - Ayr - Ingham,SA3,2021-22,2022,20734,41,1221789589,52128,58927,78.5
31802,Townsville,SA3,2017-18,2018,103425,38,6250852853,53808,60440,86.3
31802,Townsville,SA3,2018-19,2019,105375,38,6519220171,55459,61867,86.1
31802,Townsville,SA3,2019-20,2020,106433,38,6804036485,57299,63928,86.1
31802,Townsville,SA3,2020-21,2021,108141,38,7092835070,58991,65589,86.1
31802,Townsville,SA3,2021-22,2022,112128,38,7592640459,60924,67714,86.6
31901,Bundaberg,SA3,2017-18,2018,41809,39,1993009602,40249,47671,79.7
31901,Bundaberg,SA3,2018-19,2019,43139,39,2100401203,41801,48691,79.9
31901,Bundaberg,SA3,2019-20,2020,43069,39,2192922375,44035,50916,79.7
31901,Bundaberg,SA3,2020-21,2021,43535,40,2367354472,47574,54378,79.5
31901,Bundaberg,SA3,2021-22,2022,45719,40,2554077362,48929,55865,80.0
31902,Burnett,SA3,2017-18,2018,21010,40,963642115,38171,45862,76.3
31902,Burnett,SA3,2018-19,2019,21564,40,1013209550,39149,46977,76.3
31902,Burnett,SA3,2019-20,2020,21349,40,1048542831,41322,49114,76.1
31902,Burnett,SA3,2020-21,2021,21526,40,1102175717,44187,51202,75.7
31902,Burnett,SA3,2021-22,2022,22585,41,1181569191,45583,52317,76.6
31903,Gympie - Cooloola,SA3,2017-18,2018,20675,42,986284878,40618,47702,74.6
31903,Gympie - Cooloola,SA3,2018-19,2019,21427,42,1046543061,42134,48854,74.6
31903,Gympie - Cooloola,SA3,2019-20,2020,21764,42,1098599467,43637,50478,74.2
31903,Gympie - Cooloola,SA3,2020-21,2021,22641,42,1170922665,44631,51717,74.3
31903,Gympie - Cooloola,SA3,2021-22,2022,24208,42,1297555212,45836,53600,75.3
31904,Hervey Bay,SA3,2017-18,2018,22936,42,1159409712,42820,50554,75.2
31904,Hervey Bay,SA3,2018-19,2019,23737,43,1236905635,44411,52120,74.4
31904,Hervey Bay,SA3,2019-20,2020,24146,43,1309698257,46120,54241,74.1
31904,Hervey Bay,SA3,2020-21,2021,25377,43,1423234522,47675,56084,74.5
31904,Hervey Bay,SA3,2021-22,2022,27148,42,1557004415,48858,57352,75.2
31905,Maryborough,SA3,2017-18,2018,16969,44,819601512,43025,48283,76.3
31905,Maryborough,SA3,2018-19,2019,17249,44,861532033,45000,49947,75.9
31905,Maryborough,SA3,2019-20,2020,17470,44,896221397,46220,51301,75.7
31905,Maryborough,SA3,2020-21,2021,18103,44,940148029,46718,51933,75.6
31905,Maryborough,SA3,2021-22,2022,19341,44,1031018269,47844,53307,76.7
South Australia,South Australia,State,2017-18,2018,834485,40,46584957420,48923,55825,77.0
South Australia,South Australia,State,2018-19,2019,850510,39,48762163976,50403,57333,76.8
South Australia,South Australia,State,2019-20,2020,860617,39,50807706866,51590,59036,76.8
South Australia,South Australia,State,2020-21,2021,878203,39,53633408418,53609,61072,77.1
South Australia,South Australia,State,2021-22,2022,922381,39,58311849519,55407,63219,78.0
40101,Adelaide City,SA3,2017-18,2018,11900,34,713445794,44164,59964,73.5
40101,Adelaide City,SA3,2018-19,2019,12290,33,746973887,43475,60774,72.9
40101,Adelaide City,SA3,2019-20,2020,12930,33,787389095,42450,60896,72.8
40101,Adelaide City,SA3,2020-21,2021,13266,33,829310499,45530,62514,74.4
40101,Adelaide City,SA3,2021-22,2022,15501,32,982052593,46717,63354,77.0
40102,Adelaide Hills,SA3,2017-18,2018,37969,43,2335034627,51677,61508,73.3
40102,Adelaide Hills,SA3,2018-19,2019,38940,42,2464346160,53268,63284,73.4
40102,Adelaide Hills,SA3,2019-20,2020,39578,42,2585072353,54790,65316,73.4
40102,Adelaide Hills,SA3,2020-21,2021,40924,42,2740066027,56792,66955,73.7
40102,Adelaide Hills,SA3,2021-22,2022,42678,41,2973468269,59205,69672,74.8
40103,Burnside,SA3,2017-18,2018,21985,43,1625439566,54132,73931,61.6
40103,Burnside,SA3,2018-19,2019,22161,43,1683352550,55407,75981,61.6
40103,Burnside,SA3,2019-20,2020,22531,43,1758223733,56424,78036,62.2
40103,Burnside,SA3,2020-21,2021,22655,42,1844350620,59584,81410,62.7
40103,Burnside,SA3,2021-22,2022,23529,42,1980577679,61654,84176,63.7
40104,Campbelltown (SA),SA3,2017-18,2018,25404,40,1420369861,49380,55909,74.6
40104,Campbelltown (SA),SA3,2018-19,2019,26101,40,1502893309,51293,57578,74.5
40104,Campbelltown (SA),SA3,2019-20,2020,26749,39,1580216857,52243,59076,75.1
40104,Campbelltown (SA),SA3,2020-21,2021,27580,39,1709292585,55098,61976,75.6
40104,Campbelltown (SA),SA3,2021-22,2022,29411,39,1894574094,57747,64417,76.9
40105,Norwood - Payneham - St Peters,SA3,2017-18,2018,18751,39,1230694354,52096,65637,71.6
40105,Norwood - Payneham - St Peters,SA3,2018-19,2019,19082,39,1298942498,54259,68075,71.5
40105,Norwood - Payneham - St Peters,SA3,2019-20,2020,19358,39,1347126310,55093,69590,71.4
40105,Norwood - Payneham - St Peters,SA3,2020-21,2021,19489,39,1416159283,57843,72665,71.6
40105,Norwood - Payneham - St Peters,SA3,2021-22,2022,20313,38,1534748321,59727,75555,72.5
40106,Prospect - Walkerville,SA3,2017-18,2018,15450,39,1041683028,54762,67427,72.8
40106,Prospect - Walkerville,SA3,2018-19,2019,15746,39,1091535127,56221,69317,72.8
40106,Prospect - Walkerville,SA3,2019-20,2020,16083,39,1143759368,56985,71116,73.0
40106,Prospect - Walkerville,SA3,2020-21,2021,16367,39,1213171566,60000,74123,73.3
40106,Prospect - Walkerville,SA3,2021-22,2022,17041,38,1307820807,62312,76746,74.3
40107,Unley,SA3,2017-18,2018,20023,40,1438492223,55562,71864,68.7
40107,Unley,SA3,2018-19,2019,20182,41,1506208320,57448,74639,68.3
40107,Unley,SA3,2019-20,2020,20213,41,1541605238,58174,76268,68.5
40107,Unley,SA3,2020-21,2021,20358,40,1623651503,61137,79755,69.5
40107,Unley,SA3,2021-22,2022,20857,40,1721489339,64145,82538,70.0
40201,Gawler - Two Wells,SA3,2017-18,2018,17841,41,997027450,50830,55884,81.4
40201,Gawler - Two Wells,SA3,2018-19,2019,18278,41,1039019055,52280,56836,81.4
40201,Gawler - Two Wells,SA3,2019-20,2020,18613,41,1090111485,53837,58567,81.5
40201,Gawler - Two Wells,SA3,2020-21,2021,19125,40,1141226037,55127,59672,81.7
40201,Gawler - Two Wells,SA3,2021-22,2022,20339,40,1259325273,57311,61917,82.1
40202,Playford,SA3,2017-18,2018,40094,36,1950090027,46326,48639,86.5
40202,Playford,SA3,2018-19,2019,41378,36,2054977157,47610,49668,86.1
40202,Playford,SA3,2019-20,2020,42194,36,2168172665,49010,51386,85.8
40202,Playford,SA3,2020-21,2021,44241,36,2311514740,49914,52248,86.4
40202,Playford,SA3,2021-22,2022,48077,36,2602745183,51630,54137,87.3
40203,Port Adelaide - East,SA3,2017-18,2018,34467,36,1829015501,48950,53069,81.0
